draw_index,ratio
424,2.4411294876024887
425,2.4411294876024887
426,2.4411294876024887
427,2.4411294876024887
428,2.5600897363307813
429,1.9566987372189943
430,1.9566987372189943
431,2.386705418999842
432,1.9566987372189943
433,1.9566987372189943
434,2.5600897363307813
435,1.9566987372189943
436,2.386705418999842
437,1.9566987372189943
438,1.9566987372189943
439,2.5600897363307813
440,2.386705418999842
441,1.9566987372189943
442,1.9566987372189943
443,2.5600897363307813
444,2.386705418999842
445,2.386705418999842
446,2.5600897363307813
447,1.9566987372189943
448,2.5600897363307813
449,2.5600897363307813
450,2.4411294876024887
451,2.4411294876024887
452,2.4411294876024887
453,2.4411294876024887
454,2.4411294876024887
455,2.5600897363307813
456,2.4411294876024887
457,2.4411294876024887
458,2.4411294876024887
459,2.4411294876024887
460,2.5600897363307813
461,2.4411294876024887
462,2.4411294876024887
463,2.4411294876024887
464,2.5600897363307813
465,2.4411294876024887
466,2.4411294876024887
467,2.5600897363307813
468,2.4411294876024887
469,2.5600897363307813
470,2.5600897363307813
471,1.6711159158588083
472,2.386705418999842
473,1.6711159158588083
474,1.6711159158588083
475,2.5600897363307813
476,2.386705418999842
477,1.2233359958230854
478,1.2265350721563697
479,2.5600897363307813
480,2.386705418999842
481,2.386705418999842
482,2.5600897363307813
483,1.2265350721563697
484,2.5600897363307813
485,2.5600897363307813
486,2.386705418999842
487,1.6711159158588083
488,1.6711159158588083
489,2.5600897363307813
490,2.386705418999842
491,2.386705418999842
492,2.5600897363307813
493,1.6711159158588083
494,2.5600897363307813
495,2.5600897363307813
496,2.386705418999842
497,2.386705418999842
498,2.5600897363307813
499,1.2265350721563697
500,2.5600897363307813
501,2.5600897363307813
502,2.386705418999842
503,2.5600897363307813
504,2.5600897363307813
505,2.5600897363307813
506,2.145921636068585
507,2.4411294876024887
508,2.145921636068585
509,2.145921636068585
510,2.145921636068585
511,2.386705418999842
512,2.145921636068585
513,2.145921636068585
514,2.5600897363307813
515,2.4411294876024887
516,1.9566987372189943
517,1.9566987372189943
518,1.9566987372189943
519,2.386705418999842
520,1.9566987372189943
521,1.9566987372189943
522,2.5600897363307813
523,2.4411294876024887
524,2.4411294876024887
525,2.4411294876024887
526,2.4411294876024887
527,2.4411294876024887
528,2.4411294876024887
529,2.5600897363307813
530,1.6711159158588083
531,1.2233359958230854
532,2.386705418999842
533,1.0568203148873347
534,1.2265350721563697
535,2.5600897363307813
536,1.6711159158588083
537,2.386705418999842
538,1.6711159158588083
539,1.6711159158588083
540,2.5600897363307813
541,2.386705418999842
542,1.2233359958230854
543,1.2265350721563697
544,2.5600897363307813
545,2.386705418999842
